1440406319036,5,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1440406319063,4,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1440406319152,268,Log in,200,OK,Create Users 2-1,text,true,55725,1,1,91
1440406319425,215,Admin Console,200,OK,Create Users 2-1,text,true,72622,1,1,212
1440406319643,23,authentication,200,OK,Create Users 2-1,text,true,371,1,1,23
1440406319670,273,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,273
1440406319950,256,Create User,200,OK,Create Users 2-1,text,true,1042,1,1,256
1440406340213,2,Log out,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.101.212:8080 failed to respond,Create Users 2-1,text,false,2164,1,1,0
1440406353637,7,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,0,1,1,0
1440406362539,1947,jp@gc - WebDriver Login,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,93555,1,1,0
1440406371849,6,Log out,401,Unauthorized,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,,true,395,1,1,6
1440406372569,5,Print Deleting Users,200,OK,Delete Users 4-1,text,true,0,1,1,0
1440406372597,161,Log in,200,OK,Delete Users 4-1,text,true,55725,1,1,48
1440406373413,60,Admin Console,200,OK,Delete Users 4-1,text,true,72622,1,1,59
1440406373792,9,authentication,200,OK,Delete Users 4-1,text,true,371,1,1,9
1440406374379,118,check-user-exists,200,OK,Delete Users 4-1,text,true,1067,1,1,118
1440406374892,262,Delete User,200,OK,Delete Users 4-1,text,true,328,1,1,262
1440406375580,33,Log out,401,Unauthorized,Delete Users 4-1,,true,306,1,1,33
1440406375635,5,Print Test Finished,200,OK,Test completed 5-1,text,true,0,1,1,0
1440497821246,15,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1440497821424,5,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1440497821594,67,Log in,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Create Users 2-1,text,false,2023,1,1,0
1440497821671,5,Admin Console,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Create Users 2-1,text,false,1696,1,1,0
1440497821679,1,authentication,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Create Users 2-1,text,false,1696,1,1,0
1440497841688,1,Log out,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Create Users 2-1,text,false,2023,1,1,0
1440497859812,4,Print Test Loops Info,200,OK,For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,true,0,1,1,0
1440497871335,136,jp@gc - WebDriver Login,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchElementException: Unable to locate element: {""method"":""id"",""selector"":""page_x002e_components_x002e_slingshot-login_x0023_default-username""}
Command duration or timeout: 26 milliseconds
For documentation on this error, please visit: http://seleniumhq.org/exceptions/no_such_element.html
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.3', java.version: '1.7.0_25'
*** Element info: {Using=id, value=page_x002e_components_x002e_slingshot-login_x0023_default-username}
Session ID: c1d70bd0-5627-4049-978e-f8826fd3e130
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=39.0.3}] (<Unknown source>#10) in <Unknown source> at line number 10",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1782,1,1,0
1440497878247,0,jp@gc - Create Site,500,"sun.org.mozilla.javascript.internal.WrappedException: Wrapped org.openqa.selenium.NoSuchWindowException: Window not found. The browser window may have been closed.
Command duration or timeout: 7 milliseconds
Build info: version: '2.46.0', revision: '61506a4624b13675f24581e453592342b7485d71', time: '2015-06-04 10:22:50'
System info: host: 'LuisMacBookPro.lan', ip: '192.168.1.132', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.10.3', java.version: '1.7.0_25'
*** Element info: {Using=id, value=page_x002e_component-1-1_x002e_user_x007e_TestUser-1_x007e_dashboard_x0023_default-createSite-button}
Session ID: c1d70bd0-5627-4049-978e-f8826fd3e130
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities [{platform=MAC, acceptSslCerts=true, javascriptEnabled=true, cssSelectorsEnabled=true, databaseEnabled=true, browserName=firefox, handlesAlerts=true, nativeEvents=false, webStorageEnabled=true, rotatable=false, locationContextEnabled=true, applicationCacheEnabled=true, takesScreenshot=true, version=39.0.3}] (<Unknown source>#9) in <Unknown source> at line number 9",For each user - Log in - Create Site - Upload Document - Searches - Log out 3-1,text,false,1648,1,1,0
1440497972230,4,Print Test Started,200,OK,Test Started 1-1,text,true,0,1,1,0
1440497972252,3,Print Creating Users,200,OK,Create Users 2-1,text,true,0,1,1,0
1440497972299,4690,Log in,200,OK,Create Users 2-1,text,true,55725,1,1,285
1440497976992,247,Admin Console,200,OK,Create Users 2-1,text,true,72622,1,1,239
1440497977241,30,authentication,200,OK,Create Users 2-1,text,true,371,1,1,30
1440497977275,704,Search For User,200,OK,Create Users 2-1,text,true,348,1,1,704
