1440406319028,0,Users Count,,2.0,,,true,0,0,0,0
1440406319032,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406320037,0,Users Count,,2.0,,,true,0,0,0,0
1440406320039,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406321045,0,Users Count,,2.0,,,true,0,0,0,0
1440406321046,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406322054,0,Users Count,,2.0,,,true,0,0,0,0
1440406322057,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406323062,0,Users Count,,2.0,,,true,0,0,0,0
1440406323064,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406324072,0,Users Count,,2.0,,,true,0,0,0,0
1440406324074,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406325083,0,Users Count,,2.0,,,true,0,0,0,0
1440406325085,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406326092,0,Users Count,,2.0,,,true,0,0,0,0
1440406326094,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406327102,0,Users Count,,2.0,,,true,0,0,0,0
1440406327104,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406328111,0,Users Count,,2.0,,,true,0,0,0,0
1440406328113,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406329120,0,Users Count,,2.0,,,true,0,0,0,0
1440406329122,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406330129,0,Users Count,,2.0,,,true,0,0,0,0
1440406330131,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406331139,0,Users Count,,2.0,,,true,0,0,0,0
1440406331141,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406332149,0,Users Count,,2.0,,,true,0,0,0,0
1440406332151,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406333158,0,Users Count,,2.0,,,true,0,0,0,0
1440406333160,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406334171,0,Users Count,,2.0,,,true,0,0,0,0
1440406334176,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406335182,0,Users Count,,2.0,,,true,0,0,0,0
1440406335184,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406336192,0,Users Count,,2.0,,,true,0,0,0,0
1440406336194,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406337201,0,Users Count,,2.0,,,true,0,0,0,0
1440406337203,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406338211,0,Users Count,,2.0,,,true,0,0,0,0
1440406338213,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406339220,0,Users Count,,2.0,,,true,0,0,0,0
1440406339223,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406340229,0,Users Count,,2.0,,,true,0,0,0,0
1440406340231,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406341238,0,Users Count,,2.0,,,true,0,0,0,0
1440406341240,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406342243,0,Users Count,,2.0,,,true,0,0,0,0
1440406342245,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406343252,0,Users Count,,2.0,,,true,0,0,0,0
1440406343253,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406344260,0,Users Count,,2.0,,,true,0,0,0,0
1440406344262,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406345269,0,Users Count,,2.0,,,true,0,0,0,0
1440406345271,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406346279,0,Users Count,,2.0,,,true,0,0,0,0
1440406346281,0,Tickets Count,,2.0,,,true,0,0,0,0
1440406347287,0,Users Count,,2.0,,,true,0,0,0,0
1440406347289,0,Tickets Count,,2.0,,,true,0,0,0,0
